000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
000001,0.01,1.02,-1.01
